230,"After being cleared of all charges for slander, the attorney was able
to go back to work and ______ his role as a prosecutor.
",inhibit,reprimand,remand,resume,dissipate
231,"Ignacio's pain was so ______ that he called 911.
",remiss,rapacious,genteel,resolute,acute
232,"The captain ______ the cargo to keep his ship afloat.
",rebuked,listed,disunited,flanked,jettisoned
233,"The teacher tried to ______ her class of their dependence on the
number lines pasted to the tops of their desks.
",wane,wax,whet,wean,wield
234,"The young girl was so full of enthusiasm and ______ that she
infected the room with energy.
",languidness,apathy,vivacity,blandness,tenacity
235,"Ricky is a ______ of the local coffee shop; you can find him there
just about every morning.
",diva,relic,denizen,maverick,pariah
236,"The child danced with ______ joy at hearing the news that her
father had arrived home from his lengthy business trip.
",staid,unbridled,stealthy,beneficial,restrained
237,"Having never left the landlocked Midwest his entire life, Albert
found that swimming in the ocean was quite a(n) ______.
",familiarity,extrovert,instinct,novelty,tabernacle
238,"The rowdy crowd at the music concert ______ Herve, and he
spilled his soda on his pants.
",jettisoned,harrowed,jostled,lauded,superceded
239,"Known for his strong command of the courtroom, it was common
knowledge that Judge Disantis considered outbursts from
defendants to be ______.
",questionable,objectionable,antisocial,pliable,visionary
240,"Blinded by ______, Nicholas accepted the job offer with the
highest pay but the least possibility of making him happy.
",ennui,heresy,infamy,avarice,temperance
241,"It was very unprofessional of you to ______ your assistant in front
of everyone at the meeting; she deserves more respect, and any
criticism of her performance should be done in private.
",placate,augment,usurp,preclude,deride
242,"The log cabin had a(n) ______ feel, so it was often enjoyed by
vacationers from the city throughout the year.
",abstract,ersatz,rustic,raucous,repellent
243,"We knew Jana had ______ motives for running for class president:
She wanted the nearby parking space that came with the office.
",anterior,interior,inferior,posterior,ulterior
244,"The town board heard many outraged and ______ arguments from
the citizens against the destruction of some wooded areas in order
to build a new mall.
",tenuous,vociferous,vacuous,satisfied,egregious
245,"The villainous gang's hideout was a den of ______ that no one
would dare to enter.
",innocence,habitants,iniquity,accolades,innovation
246,"Indigestion is a common ______ of participating in a hot-dog
eating contest.
",euphemism,penchant,corollary,juxtaposition,itinerary
247,"Although it was so ridiculous that no one believed it to be true, the
reporter's ______ still cost the governor his re-election.
",hegemony,sedition,malaise,compendium,calumny
248,"People on the street stopped to ______ over the artist's rendition
of the Eiffel Tower, amazed by his ability to capture the detail.
",bedazzle,innovate,gratify,counteract,objectify
249,"The veteran lieutenant was not happy with his ______ rank behind
the two inexperienced men.
",tertiary,silly,unctuous,superior,fastened
250,"The prime minister was admired by all, a(n) ______ even in an
environment of corruption and disdain.
",admonishment,alleviation,nonpareil,prototype,profanation
251,"The queen's ______ fell ill during his journey and was unable to
negotiate on her behalf when he arrived at the economic summit.
",penury,miscreant,emissary,denizen,zealot
252,"Tai was ______ by a series of setbacks that nearly made him miss
his deadline.
",ensconced,relegated,beleaguered,solicited,winnowed1
253,"New York boasts many ______ restaurants-places that are elegant
and frequented by famous movie stars, political figures, and other
elite members of society.
",pungent,posh,diminutive,mediocre,middling
254,"Patsy was shocked to discover how much higher her IQ was than
the ______.
",norm,stimulation,prudence,solitude,derivative
255,"Although she appeared confident, once she began her speech, the
valedictorian's ______ voice indicated her nervousness.
",supercilious,resonant,tenuous,placating,tremulous
256,"Danielle cannot seem to find her niche in life; she has changed her
______ at least three times in the past ten years.
",automation,vocation,plethora,pliancy,combustion
257,"The discovery of the new element was ______; the scientist was
looking for something else.
",insignificant,intrepid,eloquent,inadvertent,emollient
258,"A charming painting of a pleasant ______ landscape hung above
Vitaly's fireplace, in marked contrast to the noise and lights of the
bustling city outside his window.
",nascent,histrionic,bucolic,indigenous,ersatz
259,"Aidan, who has always been painfully shy, was very ______ by the
news that he would have to do a presentation in front of his
classmates.
",discomfited,circumvented,relegated,promulgated,castigated
260,"Since his parents had little money, Peter was ______ to his uncle
for paying for his college education.
",alleged,provided,obliged,demented,fortified
261,"With great ______, we stepped gingerly onto the planks of the
dilapidated bridge that spanned a rocky stream twenty feet below.
",trepidation,instigation,perdition,refraction,endowment
262,"At the risk of sounding like an ______, the teacher assigned extra
homework for the weekend.
",oaf,ogre,impost,alcove,anathema
263,"Felix felt that his mother's request to run her errands was a huge
______ since he would have rather watched a soccer match with his
friends that afternoon.
",justification,imposition,preponderance,deviation,recourse
264,"The paper was ______ so that it could be easily removed from the
bound notebook.
",voracious,infectious,fickle,perforated,fluent
265,"The mad scientist ______ the potion with acid, making it not only
useless, but also dangerous.
",corrugated,vitiated,implemented,instigated,titillated
266,"Jayne's paintings were not minimalist, but they were ______, using
only the most elemental and essential elements.
",elliptical,truculent,pernicious,perfunctory,abstemious
267,"Wendell's prolonged illness was the ______ that ignited his interest
in science and led to his illustrious career in medical research.
",hyperbole,catalyst,penchant,insolence,caveat
268,"Stopping to admire the ______ in the front yard, the young woman
continued on with her gardening duties.
",paradigm,compost,clutter,oleander,patagium
269,"The river, ______ with new-fallen rain, overflowed its banks and
flooded the tiny village in a matter of hours.
",placated,turgid,redundant,equivalent,quarantined
270,"In a(n) ______ expression of pleasure, the infant clapped her hands
and squealed with joy.
",overt,obligatory,illusive,peremptory,turbulent
271,"Paula's ______ humor does not amuse many people; rather many
find it offensive and hurtful.
",nebulous,truncated,stoic,vitriolic,flirtatious
272,"The play's ______ debut was not a good sign for the struggling
producer.
",unsubstantial,inauspicious,copious,disembodied,immaterial
273,"At one time it was in ______ for women to wear gloves and hats
whenever they were out in public.
",gore,gauge,vogue,brawn,vain
274,"To ensure that Brenda wouldn't know where we were going for her
birthday, I took the most ______ route I could think of.
",ardent,craven,enigmatic,circuitous,mercurial
275,"The editorial was essentially a(n) ______ to the governor, praising
her for her enactment of a series of environmental laws and for
balancing the state budget for the first time in 20 years.
",juggernaut,imprecation,cabal,oeuvre,encomium
276,"Claude felt particularly ______ as he carried the large satchel filled
with cash through the dark streets to the bank.
",inclusive,vulnerable,reclusive,unwieldy,torrential
277,"Niall's ______ attitude toward the boss is embarrassing; he does
nearly everything for him except scratch his nose!
",subservient,subversive,subtle,sundry,surly2
278,"Although she was a successful professional, Debra's inability to
accurately complete her taxes made her feel a bit ______.
",endowed,rapturous,ravenous,obtuse,elated
279,"Jeremy didn't want to appear ______, but his brothers simply could
not convince him to change his mind.
",pitiful,scrupulous,harmonious,obstinate,unabated
280,"Buying homeowner's insurance is a wise decision because it
provides ______ if your house should be damaged in a fire.
",chastisement,indemnity,clarification,resolution,annulment
281,"Although it was supposed to be written for the general public, the
report was so ______ that only those with inside knowledge of
government workings could understand it.
",indigenous,ebullient,truculent,pugnacious,esoteric
282,"Todd set up a rope to ______ the part of the exhibit that was offlimits.
",circumscribe,laud,efface,undulate,beguile
283,"The loud clap of thunder caused the little dog to ______ all over.
",slather,quake,enunciate,binge,infuse
284,"Francois fell into a groggy ______ after having suffered a high
fever for several days.
",profundity,sluggard,verve,stupor,grovel
285,"Blaine had a tendency to ______ certain details of his evenings out
when he didn't want his parents to know where he had been.
",excel,oscillate,corroborate,juxtapose,omit
286,"We took pity on the young ______ and brought him to a shelter
where he could find food and warmth.
",waif,perfidy,ionic,plaintiff,troubadour
287,"The fire caused ______ damage to the warehouse, which forced the
owner to demolish the building.
",sanctified,equitable,preliminary,irreparable,pretentious
288,"When people are in love, they may find their beloved's ______-
often annoying to or disparaged by others-to be charming and
endearing.
",foibles,mendacity,ennui,aplomb,penchants
289,"Terreh was able to ______ the traffic jam by taking a series of oneway
streets that led to the bridge.
",staunch,diffuse,corroborate,circumvent,juxtapose
290,"The risk of cheating on the test was not worth the possible ______
of failing the class.
",specification,gratification,ramification,narcissism,renegade
291,"We found that the gallons of water we had brought on our hike
were ______, and we had to carry the extra bottles home.
",superannuated,extraordinary,derivative,superfluous,untenable
292,"Moving all the heavy cinder blocks by hand from the driveway to
the backyard seemed like a(n) ______ task.
",precipitous,poignant,onerous,salient,gallant
293,"Claudia's ______ face gave no clue to her hard, cold heart.
",winsome,gruesome,fatuous,ironic,flaccid
294,"Keeping hot peppers in the olive oil ______ it with a spicy kick.
",contemplates,stigmatizes,scrutinizes,infuses,defames
295,"She realized mortgage rates had declined and decided it was
______ to continue paying rent when she could now afford a
monthly payment for her own home.
",referable,relative,subsequent,episodic,inexpedient
296,"The deadline has been moved to this Friday, so we must ______
our efforts and complete the project earlier than we had planned.
",wane,ruminate,burnish,pilfer,expedite
297,"As the city grew and stretched its borders, it began to feel the
______ problems of urban sprawl and overpopulation.
",improvident,mendacious,ersatz,concomitant,surreptitious
298,"Terrance, a dentist, ______ to be with the media, so he could see
the concert for free.
",facilitated,conjugated,purported,tended,placated
299,"______ on a lounge chair by the pool was the very tan owner of the
estate, relaxing in the midday sunshine.
",Trident,Renegade,Fraught,Renowned,Supine
300,"Observing his sister's ______ behavior of riding without a helmet,
Jorge ran to get his mother.
",contemptuous,contented,fictitious,parlous,pensive
301,"In an attempt to ______ the enemy, Braveheart rallied hundreds of
fierce warriors.
",alienate,scoff,obliterate,ostracize,minimize
302,"The film was completed on schedule despite the ______
circumstances regarding the location and extreme weather
conditions.
",tenuous,imperial,cryptic,contrived,adverse3
303,"The postcard advertised a free cruise to anyone who bought a
magazine subscription, but after reading the fine print Sasha found
the cruise was just a ______.
",petition,gimmick,compromise,reference,motif
304,"Many employers like to visit college campuses and ______ college
seniors to work for their companies.
",daunt,recruit,illuminate,dither,flout
305,"I could tell by Konrad's ______ manner that he was really sorry for
how he had treated Annette.
",callous,erratic,zealous,nonchalant,contrite
306,"The company officials felt the rising cost of health coverage was
______ enough to raise their employees' insurance premiums.
",moratorium,justification,symbolism,disposition,habitude
307,"The ______ of the sheriff's department ended at the county line.
",prerequisite,emendation,alliteration,jurisdiction,respite
308,"Ralph plays golf every chance he gets; even a weeklong golfing
vacation could not ______ his appetite for the game.
",initiate,satiate,relinquish,revive,employ
309,"We could not describe the scene before us; it was filled with such
______ beauty.
",inexorable,unutterable,uproarious,mnemonic,fretful
310,"The subject matter was ______ because the mumbling professor
spoke too quickly.
",obscure,magnanimous,treacherous,vital,maximized
311,"Arnie becomes so ______ when he talks about painting that it is
hard not to be infected by his enthusiasm.
",laconic,circuitous,impertinent,ardent,recalcitrant
312,"The cruise ship's deliciously appetizing dinner buffets encouraged
______ among the vacationing passengers.
",gluttony,squabbling,equivocation,restraint,queries
313,"As the pressures of her business became overwhelming, Charlotte
chose to ______ her role as PTA president.
",expedite,transgress,propagate,relinquish,retaliate
314,"Don't let Julie's enthusiasm fool you; she's just a ______, not a
professional dancer.
",maverick,denizen,mercenary,maven,dilettante
315,"Normally, Maya would not have made so many spelling mistakes in
her essay; she is usually ______ about her spelling.
",sumptuous,scurrilous,ridiculous,scrupulous,fatuous
316,"It took four men two hours to move the ______ sofa up three
flights of stairs into our apartment.
",suave,garrulous,unwieldy,pivotal,quixotic
317,"In the Roman myth, Artemis made a pilgrimage to the ______,
hoping to learn the answer to her dilemma.
",denouement,decorum,oracle,vizier,pillar
318,"Orson was truly a(n) ______: towering over others at six feet nine
inches, he was also one of the most influential and successful
producers in the feature film industry.
",behemoth,anathema,demagogue,viceroy,charlatan
319,"Brian was an ______ child, he was sent to the principal's office on
numerous occasions for his rude classroom behavior.
",impeccable,impertinent,observant,obscure,adjuvant
320,"The defendant waited anxiously for the jury to ______ the decision
that would seal his fate.
",render,deprecate,rejuvenate,disparage,prohibit
321,"We must ______ the information about the agenda changes
immediately so that the conference attendees have time to adjust
their schedules.
",burnish,disseminate,galvanize,placate,admonish
322,"During the time of the plague in the little village, the forlorn
______ of the church bells was an almost daily sound.
",prepossession,premise,delectation,knell,credence
323,"If you can adhere to the ______ rules of a military society, the
Marines may be an excellent career choice.
",strident,raucous,stringent,pedantic,lurid
324,"The natural ______ of the canyon cause it to be an everlasting
source of new adventures and beauty.
",blandishments,vicissitudes,mores,platitudes,nebulas
325,"A life-long vegetarian, Xiomara ______ when she learned that the
sauce she'd just eaten was made with chicken broth.
",wavered,blanched,coalesced,stagnated,thwarted
326,"At the beginning of the ceremony, the high school band ______
the arrival of the graduates by playing the alma mater loudly and
with enthusiasm.
",decried,heralded,permeated,conjured,thwarted
327,"Although Sophie was afraid of heights, she seemed to have no
______ about driving over bridges.
",enormity,qualms,imminence,resurrection,severity4
328,"I will write a rough draft of the proposal, and then you can edit it
for any ______ material so that it is as convincing and concise as
possible.
",grandiose,incontrovertible,extraneous,abysmal,pensive
329,"I had to call the repairman because the washing machine was off
______-it began making terrible sounds and failed to clean the
clothes thoroughly.
",detriment,preferment,prevision,kilter,quandary
330,"Minnie finally ______ to her sister's constant barrage of questions
and revealed the identity of her new boyfriend.
",reiterated,succumbed,seceded,reneged,retaliated
331,"The meeting is ______; everyone must attend.
",palatable,compulsory,reciprocal,resilient,ancillary
332,"Through the ______ act of volunteering, it is possible to make a
difference in the lives of the less fortunate.
",dilatory,insurmountable,diligent,rapacious,noble
333,"The proposed design includes many ______ features that are not
functional and can be eliminated to cut costs.
",jovial,germane,kinetic,nonchalant,extrinsic
334,"Carly's ______ spending on shoes and clothing caused her parents
a great deal of concern because she was no longer saving money
for college.
",monotypic,inconsistent,perfunctory,immoderate,specious
335,"The cop was in a ______: Should he chase the criminal or help the
victim?
",quandary,litany,tatter,discord,plethora
336,"The professor studied the ______ physics of ballet dancers and
even published a study on the topic of dancers and movement.
",creditable,kinetic,symbolic,prevalent,monotonous
337,"Kyle was able to ______ the difficulties of an uncooperative staff,
an impossible deadline, and a complicated project in order to
present the report to the client.
",surmount,dismount,retract,expel,intercede
338,"Philbert's ______ manner fit in well with the atmosphere of the
posh country club.
",untoward,riotous,mundane,salacious,urbane
339,"Elian tried his ______ on the wrong person, and it has finally
landed him in jail.
",clemency,jocularity,calamity,obsolescence,chicanery
340,"There were several ______ buildings on the street, making it
difficult for Margaret to determine which one was the dentist's
office.
",nondescript,transient,impervious,zealous,impressionable
341,"Inflated by his fans' ______, Evan lost sense of his small-town
roots and began traveling with an entourage.
",inconstancy,insolence,haughtiness,sufferance,idolatry
342,"To ______ a congressional bill, the president must use his official
seal on all documents.
",nullify,patronize,victimize,ratify,mollify
343,"The drama workshop's efforts ______ in the final production of a
play written, directed, and acted by the students for the entire
school.
",finalized,languished,teemed,discerned,culminated
344,"There is no way around it: plagiarism is ______ to thievery.
",tantamount,apathetic,fatuous,unscrupulous,indecisive
345,"For ______ deeds during her mission overseas, Tyesha was
awarded the Congressional Medal of Honor.
",inept,valorous,erroneous,malodorous,benign
346,"Adam read the employee manual so that he might ______ himself
with his new responsibilities at the company.
",relinquish,synthesize,orient,validate,motivate
347,"I am ______ of the problems that this solution will cause, but I still
believe that this is the best possible solution.
",innocuous,cognizant,precipitous,reminiscent,belligerent
348,"The spectacular presentation by a rainforest adventurer ______
Simon with the desire to travel to South America to see the jungles
for himself.
",disheartened,inhibited,imbued,reconstituted,abhorred
349,"When the senator's popularity suffered in the polls, he ______ his
decision to raise taxes.
",recanted,pulverized,enveloped,detracted,extenuated
350,"Because of the ______ of reliable information, Quentin's report
was comprised mostly of speculation.
",dearth,diatribe,myriad,juxtaposition,tirade
351,"Teachers should not only be knowledgeable but also ______;
students should feel comfortable approaching them with questions
or problems.
",wheedling,patronizing,laconic,affable,frugal
352,"The pain medication Kristy received after surgery offered relief;
however, the overwhelming feeling of ______ was an unexpected
side effect, and she didn't like being groggy.
",extortion,compellation,acquisition,affirmation,lethargy5
353,"The ski lodge had a window that looked out upon a beautiful
mountain ______.
",vista,melee,fray,foray,frieze
354,"The palace's great hall was rich in history and splendor, the walls
hung with ______ tapestries.
",mellifluous,malleable,prudent,illusive,ornate
355,"After weeks of heavy rains, the earth gave way; mud and trees
______ down the mountain swallowing cars and houses in their path.
",ascended,inculcated,aspersed,hurtled,entreated
356,"The ______ butter had been left in the refrigerator for years.
",complacent,scandalous,riveting,dire,rancid
357,"Several weeks of extremely hot, dry weather ______ the land, so
instead of rowing across a river, we walked across a cracked,
parched riverbed.
",oscillated,desiccated,subverted,coalesced,thwarted
358,"The pitcher's ______ workout regimen was the most grueling of all
his teammates, and he never took a day off.
",Spartan,spasmodic,exclusive,turgid,truculent
359,"Ethan's responses when he spoke on the telephone were ______
and he nearly always made his customers think he was rude.
",receptive,laconic,uncanny,suave,ponderous
360,"I was bored with the ______ conversation of my roommates and
longed for some intellectual stimulation.
",egregious,pronounced,vapid,intriguing,exonerating
361,"Ned's fear was ______ as he watched the 60-foot waves approach
his little boat.
",futile,genteel,innovative,palpable,detrimental
362,"Moving swiftly and gracefully through the backyard, the cat
suddenly ______ when she hit the thorny bush.
",recoiled,recuperated,invigorated,fabricated,throttled
363,"Although others were fooled by ""Doctor"" Winston's speech, Lily
knew him for what he was: a(n) ______.
",panacea,charlatan,prevarication,accolade,primadonna
364,"The task of building the cabin was a ______ one, but Rob was up
to the challenge.
",laborious,venerable,archaic,cynical,unbiased
365,"After the neighbor's stereo woke her up for the fifth night in a row,
Brenda felt ______ to complain.
",impelled,rebuked,augmented,implicated,destined
366,"Carter is writing a letter of recommendation that I can include in
my ______ for prospective employers.
",denunciation,panacea,dossier,incantation,restitution
367,"______ laughter came from the upstairs apartment where Trang
was having a graduation party.
",Scurrilous,Deleterious,Fatuous,Uproarious,Malicious
368,"In the middle of his eloquent ______, the audience suddenly broke
into applause.
",ovation,oration,inclination,provocation,illusion
369,"I like the ______ style of these essays; they make complex issues
accessible by presenting them in everyday language.
",colloquial,obsolete,pristine,exacting,furtive
370,"A diamond ring is the ______ symbol of love and affection.
",precocious,fugacious,supplemental,quintessential,barbarous
371,"Allen's ______ distanced him from his family, but he was still
unwilling to apologize.
",regeneration,contingency,equivalence,impenitence,innovation
372,"Nothing will ______ my memory of the night we first met; the
images are forever burned in my mind.
",appease,undulate,inculcate,efface,truncate
373,"With the curtains drawn back, the room was ______ with warm
sunlight.
",recessed,intruded,suffused,belied,taut
374,"The devastating drought forced the ______ tribes of the rainforest
to leave their homes and venture into the modern world.
",indigenous,puritanical,indigent,imminent,munificent
375,"Jason's ______ approach to management included narrowing the
salary gap between the CEOs and office workers.
",stoic,apathetic,utilitarian,endemic,proactive
376,"If people continue to ______ the rainforests, soon they will
disappear from the earth.
",dominate,frolic,laminate,neglect,provoke
377,"My parents always seem to worry and ______ more about money
when tax season is approaching.
",proximate,quibble,supplicate,dabble,alienate6
378,"While the king and the members of his court lived in the most
opulent luxury, the peasants in his kingdom lived in the most
______ poverty.
",abject,incessant,relinquished,erratic,lugubrious
379,"Samantha had an ______ trust in her grandfather, who was an
honorable man and kind to everyone he met.
",implicit,insecure,irreverent,irresolute,astringent
380,"Antonello searched the forest around his campsite for small
branches to ______ the fire, so he could eventually cook his dinner.
",stifle,kindle,suppress,dissipate,prohibit
381,"Although I meant it as a compliment, Zander ______ my remark as
an insult.
",construed,eradicated,truncated,permeated,redacted
382,"The sailor's ______ complexion bespoke his many sunny days at
the lookout post.
",swarthy,syncopated,pallid,wan,pasty
383,"Tanya is a ______ person, trusted by all who know her.
",porous,voracious,spurious,specious,veracious
384,"After the third relative was hired to an upper-level position, several
people quit the company, claiming that ______ caused a decline in
employee morale.
",carrion,explicitness,skepticism,devotion,nepotism
385,"Genevieve's stunning debut performance at the city opera has
earned her ______ from some of the city's toughest critics.
",antipathy,insinuations,destitution,lamentations,accolades
386,"The shaggy neon couch was a(n) ______ in the conservative room
decorated with earth tones.
",incongruity,insinuation,temerity,reiteration,intonation
387,"Harris tried to ______ his fear of flying when he boarded the
plane, but he could not curb his anxiety.
",accelerate,expound,maximize,employ,repress
388,"Gabi found that whenever she was confused about an idea or issue,
writing about it would help ______ her true feelings.
",vacillate,elucidate,wheedle,deprecate,indoctrinate
389,"After the powerful windstorm, Marie discovered a splintered and
fallen tree limb had ______ the vinyl lining of her swimming pool.
",extenuated,calculated,retaliated,lacerated,curtailed
390,"Johnny's good behavior in class yesterday was ______ by his
disruptive outbursts in Math this morning.
",abated,negated,reiterated,mandated,nominated
391,"Jason and Joshua made ______ plans to meet in the cafeteria to
study for the test, provided Jason's class ended on time.
",beguiling,tenuous,assured,tentative,promotional
392,"The professor's lectures were filled with excessive ______, lasting
much longer than was necessary to convey his ideas.
",verbiage,herbage,maliciousness,portent,intrigue
393,"Ming's blatant lie revealed that he suffered no ______ about being
dishonest to his parents.
",compunction,repudiation,vindication,evanescence,veracity
394,"Diane, always teasing, was known for her ______ , but as a result,
nobody knew when to take her seriously.
",jocularity,servitude,logic,austerity,inclemency
395,"""Absolute power corrupts absolutely,"" said Haines. ""There is no
such thing as a(n) ______ who is not a corrupt and cruel ruler.""
",imbroglio,pedant,despot,agnostic,archetype
396,"During his ______ in office the mayor made several controversial
decisions about city planning.
",treatise,integration,teem,flout,tenure
397,"Recovering from the tragedy, Helena found the ______ sunrise
reassuring, as it gave her something to rely on each and every
morning.
",hidden,clairvoyant,cognizant,deft,quotidian
398,"Flaws in Claire's opponent's chess game showed him to be ______,
and Claire knew her victory was assured.
",predatory,indistinguishable,ornery,vincible,resolute
399,"The ad didn't mention a specific salary; it just said ""compensation
______ with experience.""
",compulsory,manifest,prolific,commensurate,precluded
400,"The ______ she felt for shopping made it impossible for her to
walk by a sale window without stopping.
",providence,blunder,omission,repulsion,estrus
401,"The owners of the bed-and-breakfast were extremely ______ to
their guests, who enjoyed elegant meals, prompt service, and
beautifully decorated rooms.
",hospitable,hostile,remiss,gallant,indomitable
402,"Homeless people often lead a(n) ______ lifestyle because they
repeatedly get uprooted from the streets and alleys where they live.
",aristocratic,platonic,analytic,nomadic,ballistic7
403,"Linda's ______ for picking the right stocks made her a very
wealthy woman.
",knack,reception,rendition,impropriety,concourse
404,"Computers and word processing software have made the art of
hand-writing letters virtually ______.
",barren,boisterous,obsolete,dignified,relevant
405,"Marco has an irresistibly ______ manner that many young women
find charming and attractive.
",obstinate,staid,bland,supple,suave
406,"Chantel kept the ______ of her beloved foremost in her mind as
she traveled to countries far and wide in her quest to find him.
",prelude,armistice,hirsute,presage,visage
407,"The cozy beach cottage was only ______ for summer tenants
because it lacked the insulation to make a winter stay comfortable.
",stagnant,erroneous,resilient,habitable,ineffective
408,"The settlers decided to build their town at the ______ of two
rivers; that settlement became the city of Pittsburgh.
",veneer,lexicon,hiatus,tirade,confluence
409,"Furious that Lou had lied about his references, Noi ______ her
decision to promote him to assistant manager.
",elevated,incriminated,complied,rescinded,fortified
410,"To prove your theory, you need to design an experiment that will
provide ______ evidence.
",perfunctory,elusive,noxious,empirical,lamentable
411,"Rachel's mother was appalled by the amount of ______ humor on
television during hours when young children were still awake.
",fraudulent,senile,proportional,lascivious,laborious
412,"The scared boy on the roller coaster made sure his seatbelt was
______ across his body.
",slack,taut,trite,striated,curt
413,"The female fox's ______ over her burrow indicates that she has just
birthed her young.
",vendetta,preening,vigilance,sepulcher,rendezvous
414,"After Ginger banged her head, she noticed that a large lump began
to ______ from her forehead.
",invade,provoke,sustain,obtrude,elevate
415,"The devoted fans paid ______ to the late singer by placing flowers
on his memorial and by holding burning votive candles.
",tariffs,accouterment,retrospection,appraisement,homage
416,"Losing his entire business to the flood, Bill's only ______ was to
file bankruptcy.
",dross,enigma,fervor,imprecation,recourse
417,"The new evidence convinced the District Attorney to overturn
Martin's conviction and ______ him.
",appropriate,truncate,elucidate,exonerate,protract
418,"Christopher hired a tree-trimming crew to cut the ______
branches of the pine tree that were scraping the side of his house.
",fastidious,lateral,nebulous,abject,recessive
419,"We both knew our summer romance was ______ , and we would
just be memories in each other's minds by the winter.
",restorative,tempting,temporal,understated,indecisive
420,"The dissatisfied workers spread their ______ attitudes among
themselves until there was a danger of a full-scale rebellion against
the owners of the factory.
",paradoxical,monochromatic,benign,virulent,portentous
421,"The junkyard was littered with ______ objects, making it unsightly
to the neighborhood behind it.
",otiose,obtuse,jovial,decorative,buoyant
422,"Although Maya's ______ sensibilities are quite different from mine,
I think she is a remarkable interior decorator and I recommend her
highly.
",aesthetic,dialectical,reclusive,synthetic,mercurial
423,"The meticulous art student arranged her paint colors by a
darkening ______ on her palette.
",limitation,gradation,moratorium,juncture,tincture
424,"J.P. recalled running through the ______ of tall rows of corn stalks
that dominated his grandfather's summer garden.
",terminals,temperament,labyrinth,basin,deference
425,"Peter displayed an air of ______ when the officer asked him if he
knew the speed limit.
",omniscience,obstinacy,nescience,obstetrics,platitude
426,"I have tried for years to get close to my brother Rae, but he has
always remained ______.
",cognizant,assiduous,vociferous,aloof,accommodating
427,"In his later years, the once wildly successful gambler lost his
fortune, and became a homeless ______ on the streets of Las
Vegas.
",granger,miser,strategist,vagabond,speculator8
428,"______ animals are able to survive easily in the wilderness because,
for example, they can live on berries or insects.
",Omnipotent,Omnivorous,Luminous,Lavish,Precarious
429,"Sally had planted the seeds in the greenhouse three weeks ago;
they would begin to ______ any day now.
",germinate,revolve,tint,ratify,modulate
430,"Julia's parents gave her one ______ regarding her new job: It could
not interfere with her schoolwork.
",procession,consensus,manifestation,provision,reprieve
431,"Despite enthusiastic efforts from the supporting cast, the critics
agreed the star of the play gave a ______ performance, ruining the
chance of lucrative box office sales.
",infallible,vigorous,victorious,felicitous,lackluster
432,"The tenor's ______ voice filled the concert hall.
",sinuous,timid,tenuous,sonorous,striated
433,"After the fire, there were ashes in every ______ of the old
farmhouse.
",belfry,reprieve,tangent,orifice,tribunal
434,"Luanne experiences serious ______ whenever she climbs several
flights of steep stairs.
",vertigo,inebriation,exoneration,fallacy,plethora
435,"The ______ of the successful product idea was attributed to the
extraordinarily creative company president.
",demise,genesis,symmetry,repletion,dominion
436,"When the company reached it's ______ of hiring one hundred
college graduates, they proceeded to recruit older, more
experienced candidates.
",quota,hybrid,detriment,fiasco,malady
437,"After her extended illness, Delia experienced a long period of
______ when she did not want to work, exercise, or clean.
",languor,arrogance,insolence,forethought,recompense
438,"Floyd has a distinctive ______ to his voice-easily recognizable
over the phone.
",viscosity,brawn,timbre,diadem,ingenuity
439,"The house was consumed in flames and not a ______ of it
remained after the fire.
",vestige,visage,vestibule,vicissitude,viceroy
440,"David felt as if the family picnic would be a(n) ______ time to talk
with his grandmother about her plans for the holidays.
",opportune,disastrous,unctuous,trite,surly
441,"The children were ______ for eating the whole batch of cookies
before dinner.
",indignant,belittled,chagrined,eluded,admonished
442,"During his routine, the stand-up comic refused to be shaken by the
heckler who ______ him every few minutes.
",ignored,abetted,enforced,gibed,cited
443,"Going away for spring break was not in the ______ of possibility,
since neither Helga nor Olga had any money.
",fascism,fulcrum,introversion,realm,nadir
444,"Oscar ______ his sister not to tell their mother what he had done,
for he knew his punishment would be severe.
",beguiled,vied,exhorted,maligned,corroborated
445,"______ were in order as James performed brilliantly on stage in his
first role as an understudy.
",Pathos,Ignominies,Kudos,Subsidies,Statutes
446,"The Boston Tea Party happened because the Americans believed
the British tea taxes were ______ the rights of the colonists.
",trespassing,reviling,sublimating,transgressing,entreating
447,"The old bridge's steel ______ were rusty and in need of repair.
",piers,campaniles,manacles,girders,spindles
448,"The budding flowers, warm breezes, and birth of young animals
suggest the much-welcomed ______ atmosphere in the country
after a long, hard winter.
",venial,menial,venal,vernal,verbal
449,"Since she had not exercised in five years, Margarita attempt to jog
five miles on her first day of cardio-training was a little ______.
",pessimistic,irrelevant,trivial,quixotic,relieved
450,"The legal internship program was developed under the ______ of
the district attorney's office.
",bastion,propensity,aegis,faction,cacophony
451,"Frank feels such ______ towards his ex-business partner that he
cannot stand to be in the same room with him.
",iniquity,collusion,avarice,pallor,animosity
452,"Ronaldo celebrated the gathering of his ______ on Thanksgiving
Day and spoke with relatives he had not seen in a long time.
",commonwealth,surrogates,representatives,kindred,infidels9
453,"After sitting in the contentious board meeting for two hours,
Allen's necktie began to feel like a ______ around his neck.
",decorum,garland,noose,renegade,monstrosity
454,"Even though he hated to work holidays and weekends, Trevor
hoped that his paycheck would serve as ______ for the time spent
away from his family.
",metamorphism,restitution,enunciation,proclamation,kismet
