decadence,"Whether in reference to chocolate cake for breakfast or wild all-night parties, decadence means extravagance, luxury, and self-indulgence with a sense of moral decline.",
diversion,"A diversion can be something that takes you off the course you are on, like a detour while you are traveling, or a game of tennis that takes you away from the stress of work.",
liquefaction,the conversion of a solid or a gas into a liquid,
coerced,"You can bring a horse to water, but you can't make him drink. You can coerce — or pressure — someone to attend your office holiday party, but you can't make them have fun.",
flagrant,"Something flagrant is bad — so bad you can't ignore it. A flagrant foul in sports might send you to the bench, and a flagrant violation of the law might send you to the slammer.",
terse,"Terse means brief, or using very few words. If your teacher tells you to make your writing in your essay style terse and to the point, he's saying use as few words as you can and be simple and clear.",
benign,"Someone or something that is benign is gentle, kind, mild, or unharmful: a benign soul wouldn't hurt a fly.",
futile,"When something fails to deliver a useful result, you can call it futile. Hopefully all the time you're spending studying vocabulary won't turn out to be futile!",
lethargic,"When you feel lethargic, you're sluggish or lacking energy. Being sleepy or hungry can make anyone lethargic.",
immeasurable,Something immeasurable can't be measured or quanitified. It's too vast.,
nullified,deprived of legal force,
segregated,Segregated means separated. Some people think it’s a good idea to keep boys and girls segregated — or separated from each other — at school. Others believe that boys and girls should learn in the same classrooms.,
aggravated,"When you see the word aggravated in the description of a crime, it's a more serious crime. Aggravated assault is more than a punch in the nose — it’s assault with the intent of causing serious bodily harm.",
sedition,Sedition is the illegal act of inciting people to resist or rebel against the government in power. It's what the southern states did at the start of the Civil War.,
attrition,"Attrition is a gradual process of wearing down, weakening, or destroying something.",
interaction,"If you interact with someone––by talking, looking, sharing, or engaging in any kind of action that involves the two of you––you can be said to have had an interaction with that person.",
reiteration,the act of repeating over and again (or an instance thereof),
perdition,Perdition is mainly a religious concept from Christianity that means hell or eternal damnation. Perdition doesn't sound like a lot of fun.,
munificent,"If you give your best friend a bracelet for her birthday, then you’re a good friend. If you give her a diamond bracelet, a racehorse, and an oil well, then you’re a munificent friend, meaning you are very lavish when it comes to giving gifts. (And it’s possible you may also be broke.)",
portly,"Don't call someone fat. Be nice, and call them portly. Portly is just one of several words that are kinder than ""fat,"" including ""stout,"" ""heavy,"" and ""pleasingly plump.""",
amphibious,"If you can drive your car down the highway and then go off road and ford a few rivers, too, you've got an amphibious vehicle — something that works on land and in the water, too.",
guileful,marked by skill in deception,
forensic,"The adjective forensic describes scientific methods used to investigate crimes. If you're looking for forensic evidence, you're using your scientific know-how to find proof that will help solve crimes.",
zephyr,"Besides being the name of Babar's monkey friend in the much-beloved picture books about the elephant Babar, a zephyr is a gentle breeze.",
plethora,"Plethora means an abundance or excess of something. If you have 15 different people who want to take you on a date, you have a plethora of romantic possibilities.",
vale,"A vale is a long depression in the land, usually between two hills and containing a river. A vale is a valley.",
nocturne,"A nocturne is a piece of dreamy piano music. A particularly lovely, well-played nocturne might bring tears to your eyes. Sniff, sniff.",
zenith,"Zenith means the high point––it comes from astronomy, where it describes the highest point in an arc traveled by a star or a planet or another celestial body. The sun reaches its zenith when it is as high in the sky as it is going to go on that day.",
prodigal,"Use the adjective prodigal to describe someone who spends too much money, or something very wasteful. Your prodigal spending on fancy coffee drinks might leave you with no money to buy lunch.",
irate,"On the anger scale, first comes annoyed, then vexed, then irate. When cartoon characters are irate, they're so mad that smoke comes out of their ears.",
equivocal,"Try to remember that uncertain means equivocal and certain means unequivocal. That's a tricky movement the un- is making, and a lot of people get stumped.",
voracious,"Voracious is an adjective used to describe a wolflike appetite. It might be a craving for food or for something else, such as power, but the word usually denotes an unflattering greediness.",
harrowing,"Being attacked by a hungry shark or being chased by an unruly mob on the streets can be described as harrowing, which means ""provoking feelings of fear or horror.""",
expiation,"The act of expiation is a way to atone for something you did that was wrong. It was originally used in a religious context, with expiation the way a person could gain forgiveness from a god.",
honorarium,"An honorarium is a small fee paid for a service that is usually done for free. It's more of a thank you than a real, substantial paycheck.",
inoculation,"That nasty jab the doctor gave you as a kid was an inoculation — that is, a preventative measure against disease. Equally well known as a ""vaccination.""",
interpretation,"When your favorite band covers a classic tune, their version is their interpretation — their translation — of the music. Is it better than the original? That's up for interpretation.",
inquisition,"An inquisition is a severe, harsh interrogation or questioning. When there's an inquisition, someone is doing everything possible to get to the bottom of something.",
protracted,"Something protracted has been drawn out, usually in a tedious way. Protracted things are long and seem like they're never going to end.",
exalted,"Use the adjective exalted to describe something (or someone) that is raised in rank, value, or power. Which group has the most exalted status at your high school depends on who you ask. If you ask music kids, they may say marching band. If you ask a football player...",
engendered,"Engender is a fancy way of saying ""to make happen,"" like when you engender the spirit of teamwork and cooperation by encouraging others and doing your share of the group's work.",
coveted,"Coveted means ""in demand"" or ""desired."" If the most coveted seat on the bus for you is the one right next to the bathroom, then you shouldn’t have any problem getting it because most people don't want it.",
filibustered,"As a verb, filibuster means ""to obstruct legislation by talking at great length."" As a noun, it can refer to that oppositional speech. ""The Senator prevented a vote on the bill by reading the dictionary from aardvark to zyzzyva.""",
terrariums,"A terrarium is an enclosed, indoor garden, usually small and made of glass so that you can see your collection of plants.",
neoprene,a synthetic rubber that is resistant to oils and aging, used in waterproof products
jurisdictions,"Jurisdiction means having a legal right over something. A court can have jurisdiction over a legal question, a government can have jurisdiction over another country or territory. Even your parents could be said to have jurisdiction over you while you're under 18.",
ravines,"In a Western, outlaws will lie in wait at the top of a ravine, or narrow valley, until they see a traveler entering at the bottom. Then, the outlaws will come pounding down the ravine's steep sides.",
belfries,a bell tower, usually stands alone unattached to a building
staid,"Something that is staid is dignified, respectable — possibly even boring, like a staid dinner party that is heavy on the important guests but light on the laughs.",
stagnant,"There is a tone to the word stagnant that sounds like what it is: lacking movement, stale, and inactive, especially with exaggerated pronunciation, ""staaaagnant.""",
auspicious,"Use the adjective auspicious for a favorable situation or set of conditions. If you start a marathon by falling flat on your face, that's not an auspicious start.",
sterile,"A sterile person can't have kids, and a sterile environment is bland and boring. In both cases, sterile means lifeless.",
dogmatic,"To be dogmatic is to follow a set of rules no matter what. The rules might be religious, philosophical, or made-up, but dogmatic people would never waver in their beliefs so don’t even think of trying to change their minds.",
belligerent,"If someone is belligerent, they're eager to fight. It's a good idea to avoid hardcore hockey fans after their team loses — they tend to be belligerent.",
nimble,"If you're nimble, you can move quickly and with ease. That spryness can be both physical and mental, so even if your granny isn't very nimble on her feet, she can probably still whip you in chess.",
demure,A demure person can be described as polite and a little shy. A demure outfit is a modest one––think high neckline and low hem.,
volatile,"Watch out when a situation becomes volatile — it is likely to change for the worse suddenly. If you and your best friend have a volatile relationship, you frequently fight and make up.",
speculative,Speculative describes very risky and unproven ideas or chances. You might have great ideas about starting your own business but your plans are speculative until you earn money from them.,
manifold,"Manifold is a smarty-pants way to say ""varied,"" ""many,"" or ""multiple."" There are many good reasons to expand your vocabulary, so you could say the benefits of learning new words are manifold.",
lexicon,"A lexicon is the vocabulary of a language or subject. ""No-hitter,"" ""go-ahead run,"" and ""Baltimore chop"" are part of the baseball lexicon.",
burrow,"Rabbits live in a burrow or a set of tunnels under the earth. They make these tunnels by burrowing, or digging holes with their bodies.",
gamut,"A visit with a long-lost cousin might arouse emotions that run the gamut of joy, regret, sorrow, and excitement. A gamut is a full or complete range.",
motif,"The race car decor in your room, the refrain of a song, the idea or object that keeps popping up in a story — these are all motifs, reoccurring elements that move throughout and shape music, art and novels.",
ensconced,"If you ensconce yourself somewhere, you settle in for quite a while, such as when you're home with the flu and ensconce yourself on the couch with the remote control, tissues, your phone, and a big glass of orange juice.",
sustained,"Something that's sustained is held or maintained for a long time, keeping its strength or level consistent and unbroken. A singer's sustained note goes on and on, and a judge's sustained ruling continues to be upheld.",
expelled,"Getting expelled from a school is a step beyond suspension. It means that you are asked to leave and never come back. In other words, you have been kicked out.",
transcended,"It would be nice to transcend the narrow limits of this brief definition, and go to greater lengths to describe this word's glories! Transcend means to move upward and beyond something.",
lolled,To loll means to hang around lazily without doing much at all. It's a great pleasure to loll about in the park instead of going to work. But your boss might have a problem with it.,
vainglory,"Vainglory is a quality possessed by people who are conceited, boastful, and full of themselves. It's an ugly trait.",
timidity,"Do you suffer from timidity? If so, you probably feel uneasy in new places and situations. You might fear having to make decisions. But as you get more comfortable, your timidity will go away.",
diffidence,"The noun diffidence refers to a lack of self-confidence. Your diffidence might be the reason why you never say ""hi"" to the cute guy or gal in the elevator or why you never ask for a raise.",
tempestuousness,a state of agitation or turbulent change or development,
mockery,The noun mockery means ridicule or making a fool out of someone. Mockery of your history teacher is unwise just before she grades your mid-term exams.,
consequential,Things that are consequential are important — extremely important. Electing a new president and having a baby are consequential. Killing a fly? Not so much.,
avaricious,"Someone who is avaricious is greedy or grasping, concerned with gaining wealth. The suggestion is that an avaricious person will do anything to achieve material gain, and it is, in general, not a pleasant attribute.",
venturous,"Someone who's venturous has a bold, brave spirit and isn't afraid to take risks. Your venturous nature might make your mom call you a daredevil.",
dauntless,"A dauntless person is someone who isn't easily frightened or intimidated. If your dance moves bring to mind a marionette being jerked around by a five-year-old but you jump on the dance floor anyway, you could be considered dauntless.",
mordant,"If you like Edgar Allan Poe and ""The Addams Family,"" you have a taste for mordant entertainment — that is, anything particularly grim or dark in nature.",
advocate,"An advocate (AD-və-kit) is someone who supports a cause, like an advocate for outdoor recess. Advocate (AD-və-kate) is also a verb meaning to speak in favor of, so you can advocate for that outdoor recess by urging your school to play outside!",
levity,"Joking that your dead grandmother ""never looked better"" could inject some levity, or frivolity, into her funeral, but your relatives might find your joke inappropriate to the occasion.",
detractor,"A detractor is someone who puts you down. When you're proposing ideas at work, your detractor is the person who finds fault with everything you say.",
epiphany,"When inspiration hits you out of the blue, call it an epiphany.",
connoisseur,"A connoisseur is a person who, through study and interest, has a fine appreciation for something, like the connoisseur who can identify the clarinet player on a jazz recording by the sound of his inhalations alone.",
relented,Being unwilling to relent is a good qualification for a sales person. You have to keep trying to make the sale and never give in until you've made it.,
abated,Something that abates becomes fewer or less intense. Your enthusiasm for skiing might abate after falling off a ski lift and getting a mouthful of snow.,
rendered,"Render is a synonym of make––technically it means ""cause to become."" An illness might render you unable to walk, or a shocking site might render you speechless.",
placated,"When a husband shows up with flowers after he's fought with his wife, he's trying to placate her. If you placate someone, you stop them from being angry by giving them something or doing something that pleases them.",
enumerated,"To enumerate is to list or count off one by one. Before you ask for a raise, you better be able enumerate all the reasons why you deserve more money.",
bolster,"When you cheer up a friend who's feeling down, you bolster them. To bolster is to offer support or strengthen.",
waylay,"When you waylay someone, you stop them from doing what they were going to do, either by using violence or some other tactic.",
cow,"If it lives on a farm, makes a mooing sound, and produces milk, it is probably a cow.",
exacerbate,"For a formal-sounding verb that means to make worse, try exacerbate. If you're in trouble, complaining about it will only exacerbate the problem.",
appease,"Appease means to make or preserve peace with a nation, group, or person by giving in to their demands, or to relieve a problem, as in ""the cold drink appeased his thirst.""",
parody,"A parody is a humorous or mocking imitation of something, using the same form as the original. To parody a poem, you have to write another poem.",
prescience,"Do you already know what happens tomorrow? Next week? Next year? If you can see into the future, then you have prescience.",
torpor,"Torpor is a state of mental and physical inactivity. ""After a huge Thanksgiving meal, my family members fall into a torpor; no one can even pick up the TV remote.""",
insight,"When you have an insight, you have a feeling or emotion or thought that helps you to know something essential about a person or thing.",
vigor,"If your new puppy runs all over the house, jumps on the furniture, and enthusiastically chews up your socks,  you may congratulate yourself on your new pup's vigor, or lively sense of energy.",
judicious,"If you're judicious, you've got a good head on your shoulders and make good decisions. Humpty Dumpty's decision to sit on a wall? NOT judicious.",
intimate,"Intimate means being close. A small restaurant is called intimate because you're sitting close to the other people, and your best friends are considered your intimate friends.",
pragmatic,"To describe a person or a solution that takes a realistic approach, consider the adjective pragmatic. The four-year-old who wants a unicorn for her birthday isn't being very pragmatic.",
melancholy,"Melancholy is beyond sad: as a noun or an adjective, it's a word for the gloomiest of spirits.",
primal,"The adjective primal describes something that's essential or basic, like the primal urge to protect yourself and your family from harm.",
labyrinth,"A labyrinth is a structure with many connected paths or passages in which it is hard to find your way. In figurative use, a labyrinth is a complicated situation: our tax code is a labyrinth of rules and regulations.",
summary,"A summary gives a short overview, or the main points, of something longer. She talked for days about the 800-page romantic novel, but her boyfriend's summary was ""Girl meets boy, boy meets girl, boy rides horse into sunset, girl meets new boy. The end.""",
villa,"If you don't want to sound like a snob, don't describe your family's house in the country as a villa. A villa is a fancy vacation home.",
vinculum,"Vinculum definition, a bond signifying union or unity; tie. See more.",
garrison,A garrison most often refers to a military outpost where troops are stationed to provide protection to an area. The word garrison is also used to refer to the troops stationed there.,
contrite,"We are sorry to inform you that the adjective contrite means to feel regret, remorse, or even guilt.",
impartial,"If you're in a contest you'd better hope the judges are impartial, that is, that they aren't biased toward one competitor over another.",
partisan,"If something is prejudicial towards a particular point of view, you can call it partisan. You'll often hear of the partisan politics in the U.S.— since politicians seem to be completely devoted to the agendas of their own parties.",
deferential,"When a young person shows respect and obedience to an older person, they’re being deferential to the elder’s wisdom and experience.",
amenable,"If your friends want to try sky diving and you're amenable to the idea, sounds like you're going to be jumping out of a plane. If a person or thing is amenable to something, they are ready, willing, or responsive.",
trifle,"A trifle is something that's totally unimportant. If your friend is freaking out over which shoes to buy and you call her dilemma a trifle, you're saying she shouldn't get so worked up over nothing.",
degenerate,"If something degenerates, it gets worse, like a food fight that degenerates to an all-out spaghetti-throwing war. Degenerate can also describe an immoral person — or the behavior of such a person.",
list,"To make a list is to put things in order or to name them, like a grocery list or a wish list. Listing is also leaning over, creating a slant called a list.",
expedite,"To expedite something is to make it go faster or speed up the process. Expediting that package might get it to Alaska by tomorrow, instead of next Tuesday.",
disseminate,"Disseminate means to spread information, knowledge, opinions widely. Semin- derives from the Latin word for seed; the idea with disseminate is that information travels like seeds sown by a farmer.",
pliant,"The adjective pliant describes something that is capable of being bent. ""The teenager showed off her pliant spine every time she draped herself over a piece of furniture. Why hanging upside down off the sofa didn't give her a headache, her mother would never know.""",
verdant,"When something is green with plant life it's verdant, a word often used to idealize the countryside with its verdant pastures or verdant hills.",
factious,"A factious group is one that breaks away, or wants to. It’s often used in politics, where people separate into smaller like-minded groups. The Confederacy was factious — they wanted out of the Union, but we know how that turned out.",
bland,"When you have a nasty cold and you’re very congested, food can taste unappealingly bland. That means dull, flavorless, or just plain “blah.”",
innocuous,"Something that's innocuous isn't harmful or likely to cause injury. Public figures like mayors and governors have to expect they'll get critical or even hurtful emails and phone calls, as well as more innocuous feedback.",
mandate,"A mandate is an official command or a go-ahead. When a politician wins an election by a wide margin, that's a mandate to implement her ideas.",
forebode,make a prediction about, tell in advance
maltreat,treat badly,
stipulate,"To stipulate something means to demand that it be part of an agreement. So when you make a contract or deal, you can stipulate that a certain condition must be met.",
peruse,"Traditionally, peruse has meant to read or examine something carefully. But informally, it can have the opposite meaning, to read something casually and quickly.",
jolt,To jolt someone is to disturb them or make them jump. A jolt is sudden and jarring.,
bristle,A bristle is a stiff hair — the kind men shave off their face or the kind badgers have all over. Bristle also means to get angry. Tell an animal rights activist you use a badger's bristle shaving brush and you'll get the idea.,
chine,backbone of an animal,
quirt,whip with a leather thong at the end,
hearth,"If you are warming yourself by the fireplace, you are sitting by the hearth. The noun hearth refers to a fireplace and the area around it.",
reprove,"If you get into trouble and are sent to the principal’s office, be prepared for the principal to reprove you for your behavior. To reprove is to scold, reprimand, or — in plain English — “chew out.”",
pique,"The verb pique means to make someone angry or annoyed. But when something piques your interest or curiosity, here the verb pique just means to arouse, stimulate, or excite.",
oust,"A teacher may oust you from class if you are being disruptive, or you might oust your class president from her position if you beat her in the election. To oust is to “expel,” “kick out,” or “remove and replace.”",
extricate,"If you need to be untangled, set free or otherwise released from something or someone, you need to be extricated.",
broach,"As a verb, broach means to bring up or introduce a sensitive issue. As a noun, a broach is one of those dowdy pins your Great Aunt Edna wears. Telling her not to wear it is a subject you should probably not broach.",
nadir,"If a highly forgetful person loses his phone, his wallet, and then his car keys in separate instances all in one day, you could say that he has reached an organizational nadir. This means “lowest point.”",
terminus,"Consider terminus the end of the line. Whether it describes a train station, a goal, or an era — terminus refers to something’s final point.",
speculation,"When you guess about how something is going to come out (or how it happened), that's speculation. You're making an educated guess.",
apex,"When there's no mountain left to climb and nothing but blue sky above, you know you've reached the highest peak — the apex.",
dungeon,"That dank, stone-walled underground prison where wretched prisoners were kept manacled in medieval days? That was a dungeon, otherwise known as the ""keep,"" and most familiar to us today from a million video games and movies.",
perpetrate,"It's possible to perpetrate a good deed, but not likely. That's because perpetrate means to commit or be responsible for something — usually something mischievous or bad.",
palliate,"When you palliate something, you try to make something less bad: “City leaders tried to palliate effects of the trash haulers' strike by distributing extra large garbage cans with tight-fitting lids.”",
palpitate,"When you watch scary movies, do you ever feel your heart palpitate? This means it beats quickly.",
prosper,"As any fan of Star Trek knows, “live long and prosper” is good advice. The verb prosper means to do well, succeed, or thrive.",
mediate,"If your two best friends aren't speaking to each other, you might find yourself trying to mediate a peace accord between them. To mediate is to go from one to another and try to make peace.",
freshwater,water that is not salty,
gelid,extremely cold,
compendious,briefly giving the gist of something,
subsidiary,"If a company belongs to another company, then the owned company is a subsidiary.  When a large company bought your small business, you became a subsidiary.  It still hurts to call them the parent company, since you publish novels and they make toilet paper.",
improvident,"Someone who is improvident doesn't worry about the future — or plan wisely for it. If you spend all your money on video games even though you know you have to buy your mom a birthday present next week, you have made an improvident decision.",
loquacity,the quality of being wordy and talkative,
heroism,"When you think of heroism, you might think of great acts of bravery, such as rushing into burning buildings and facing danger in battle.  Heroism consists of putting others first, even at your own peril.",
decadence,"Whether in reference to chocolate cake for breakfast or wild all-night parties, decadence means extravagance, luxury, and self-indulgence with a sense of moral decline.",
depreciation,"Depreciation is when the value of a currency is lowered. The depreciation of the U.S. dollar when compared to the Euro, for example, means that you'll pay more for things in Europe at the current exchange rate.",
rescission,"If you’ve really had it with your business partner, you may make a motion for rescission to dissolve your legal ties. Rescission refers to the canceling of a contract or other legal agreement.",
narthex,portico at the west end of an early Christian basilica or church,
gullet,the passage between the pharynx and the stomach,
gamut,"A visit with a long-lost cousin might arouse emotions that run the gamut of joy, regret, sorrow, and excitement. A gamut is a full or complete range.",
quiescence,"If there's a particular time of day when your ten kittens settle down to nap, you can call that their period of quiescence, or the time when they are all quiet and restful.",
vertex,"If you’ve reached the vertex of something, you know it’s all downhill after that, because vertex refers to the highest point on an object, such as the top of a mountain.",
perpetuity,"The word perpetuity means the property of being perpetual, or lasting forever.  The perpetuity of an eternal flame means that it will burn forever, while an ordinary candle flame will eventually extinguish.",
penchant,"A penchant is a strong preference or tendency. If you have a penchant for pizza, you either eat it daily, or wish you did.",
maxim,"A maxim is a succinct formulation of a principle, rule, or basic truth about life. Usually clever, maxims are like great sayings everybody knows. Ben Franklin is the author of many, including ""Early to bed, early to rise, makes a man healthy, wealthy, and wise.""",
conformation,"Conformation can mean following the rules, or fitting in. Competitions require conformation from competitors who must follow the rules of the game. You might note water's conformation to the shape of whatever container that holds it.",
fortitude,Fortitude refers to strength in the face of adversity or difficulty. Eating fried worms might require a lot of intestinal fortitude.,
itinerant,"An itinerant is a person who moves from place to place, typically for work, like the itinerant preacher who moves to a new community every few years.",
anathema,Something that one absolutely and positively cannot stand is anathema. Garlic is anathema to vampires (ditto for stakes and daylight). So is kryptonite to Superman or a silver bullet to a werewolf.,
cosmopolitan,"Your Aunt Eleanor, who's lived in six different countries and speaks four languages fluently, might be described as cosmopolitan, or comfortable and familiar with different cultures and people.",
mercenary,"You might not want to call a mercenary a ""hireling"" to his face, but a mercenary is, after all, a soldier who gets paid to fight where needed, sometimes taking a heroic stand and other times just wanting payment for fighting.",
anomaly,"An anomaly is an abnormality, a blip on the screen of life that doesn’t fit with the rest of the pattern. If you are a breeder of black dogs and one puppy comes out pink, that puppy is an anomaly.",
detriment,"Detriment is the hurt or harm as a result of damage, loss, or a bad decision. The developers won the lawsuit, much to the detriment of the people who live near the construction site.",
pinnacle,"Going as far into the sky as you can go on foot, you'll reach the highest point, or pinnacle, of the Himalayas. A successful climb like that might also become the pinnacle, or peak, of your success.",
oligarchy,"Does it ever feel like just a few people have all the power? If it's a government that's run like this, it's an oligarchy. A country that has this form of government is an oligarchy too.",
rogue,"A rogue is a sneaky person who has tricks up his sleeve, not like a magician, but like someone who would steal your wallet or cheat at cards.",
repose,"Repose is a formal or literary term used to mean the act of resting, or the state of being at rest. Repose is also a state of mind: freedom from worry.",
finesse,"Having finesse means you can handle difficult situations with diplomacy and tact, like the finesse it takes to help two friends work out their differences — without taking sides or alienating either one.",
pretentiousness,the quality of being pretentious (behaving or speaking in such a manner as to create a false appearance of great importance or worth),
prowess,"Prowess means exceptional skill or ability. Your sailing prowess might save your life in a storm, while someone with less experience might make mistakes.",
succor,"Succor is relief or help. If you've just woken up in the midst of a lion's den, wearing nothing but raw meat pajamas — sounds like you could use some succor!",
aversion,"If you have an aversion to something, you have an intense dislike for it. Commonly it's food, but you could have an aversion to black and white movies, driving with the windows open, or taking calls from salespeople.",
guile,"Use the noun guile for cunning, craftiness, and artful duplicity. Acting like you have a job on Wall Street when you're actually unemployed would take a lot of guile.",
polemic,"A polemic is something that stirs up controversy by having a negative opinion, usually aimed at a particular group. A piece of writing can be a polemic, as long as it gets someone's goat.",
bravado,"If you act with bravado, you are making a bold showy statement. Picture a cowboy bursting through saloon doors in an old western, and you can picture bravado.",
tirade,"A tirade is a speech, usually consisting of a long string of violent, emotionally charged words. Borrow and lose your roommate’s clothes one too many times, and you can bet you’ll be treated to a heated tirade.",
heresy,A heresy is a belief that doesn't agree with the official tenets of a particular religion, heresy is the maintaining of such contrary beliefs.
savvy,"You are known as someone with a lot of business savvy, but only because you've managed to keep your staggering debts a secret. Which is actually pretty savvy. Someone who is savvy is shrewd and perceptive.",
affluent,"You know you're driving through an affluent neighborhood when you see large houses, perfect landscaping, and expensive cars. Use affluent to describe wealthy people or areas.",
predominant,"If you’re talking about the most popular or common thing, call it predominant. If the predominant feeling in a neighborhood is that pizza is the best food, the result might be pizzerias being the predominant type of restaurant there.",
universal,"Universal describes something for everything or everyone. Universal design is architectural design that accommodates every person. A universal remote can change the stations on all your home entertainment systems, but hopefully not at once.",
malicious,"Someone who is malicious enjoys hurting or embarrassing others. If you're writing a book about good and evil, you'll want to come up with a truly malicious character to do all the bad stuff.",
interject,"When you interject something, you stick it in abruptly, often interrupting the flow. Ever have a coworker interject himself into the plans for your big project at work when he wasn't really needed?",
infuse,To infuse is to steep something in a liquid to extract the flavors from it. You'll impress your friends with your cooking if you infuse rosemary and thyme in broth and then use the liquid to marinate chicken.,
gesticulate,"When you gesticulate, you make sweeping and excited movements with your hands when speaking. Someone describing a scary car accident might gesticulate wildly.",
conjure,"If your mom can magically conjure up the most delicious meals from the most random ingredients in the kitchen, she might just be the best cook in the neighborhood.",
encumber,"To encumber is to weigh someone or something down with a physical or psychological burden. You may find yourself encumbered by a heavy backpack or with anxieties. Either way, it's a heavy load to bear!",
tiresome,so lacking in interest as to cause mental weariness,
fearsome,causing fear or dread or terror,
awesome,"An awesome something or someone is amazing, breathtaking, or overwhelming. Like traveling the globe in a hot air balloon or visiting the Taj Mahal. Or, if you're 7, hearing someone burp the alphabet.",
gleesome,"Gleesome definition, gleeful; merry. See more.",
wholesome,"Anything wholesome is good for you. Hopscotch is in most cases a wholesome game, since you can't get into much trouble while hopping up and down on the concrete.",
dispensation,The act of giving or portioning something out is called dispensation. Your teacher will have a hard time with the dispensation of biology textbooks if there aren't enough copies for everyone in the class.,
assignation,An assignation is a secret meeting. You might have an assignation with your new girlfriend if the two of you were keeping your relationship private.,
rendition,"A rendition is an interpretation, performance, or translation. Whitney Houston's rendition of the Star Spangled Banner is still used at games today; Roseanne Barr's is not.",
libel,Libel is the act of publishing a statement about someone that is not true and that gives a bad impression about the person.,
compunction,"When you feel compunction you feel very, very sorry, usually for something you did to hurt someone or mess something up. When you feel no compunction, you're not at all sorry.",
misnomer,"A misnomer is a wrong or unsuitable name. It’s a misnomer to call your grandmother “Grandfather,” the same way it’s a misnomer to call a chair with four legs that doesn’t move unless you drag it across the floor, a rocking chair.",
preoccupation,"Preoccupation is a state where you're absorbed in something. You may have a preoccupation with video games or Hello Kitty, for example, if you can't keep your mind off those things.",
universality,the quality of being universal, existing everywhere
garrulity,the quality of being wordy and talkative,
benevolence,"Benevolence is an act of kindness or an inclination to be kind. It's the quality of someone who volunteers in a soup kitchen, tutors children for free, and helps old ladies cross the street.",
reparation,"If you guessed that reparation is related to the word repair, you were right. Both come from the Latin word meaning ""to restore."" While reparation has a range of meanings, they all convey the sense of fixing or making up for a past wrong.",
affinity,"If you get along with someone very well, you have an affinity with them. Sometimes opposites attract, so you might feel a strange affinity to someone who is seemingly very different from you.",
injunction,"If your school begins building a swimming pool on land that does not belong to it, the city might issue an injunction to stop it. An injunction is an official order issued by a judge.",
exigency,"Think of a mix of excitement and emergency, and you have exigency, a sudden, urgent crisis. The very word conjures up danger and intrigue that demand a cool head and an immediate effort at a solution.",
analogy,"When you draw an analogy between two things, you compare them for the purpose of explanation. The movie character Forest Gump made a silly analogy famous: ""Life is like a box of chocolates.""",
sneer,"If your smile is contorted with contempt or your upper lip curled with distaste and disdain, you're probably sneering. And you should stop, because it isn't nice.",
ostracize,"If you banish someone or ignore him, you ostracize him. When the Iranian president claimed that the Holocaust was a hoax, he was ostracized by the international community.",
revel,"Revel means to take great pleasure. If you revel in something, you're not just pleased or even excited; you're overwhelmed by joy.",
repudiate,"To repudiate something is to reject it, or to refuse to accept or support it. If you grow up religious, but repudiate all organized religion as an adult, you might start spending holidays at the movies, or just going to work.",
antiquate,make obsolete or old-fashioned,
sanctions,"Sanction has two nearly opposite meanings: to sanction can be to approve of something, but it can also mean to punish, or speak harshly to. Likewise, a sanction can be a punishment or approval. Very confusing––the person who invented this word should be publicly sanctioned!",
extols,"If you have a crush on a guy who likes your best friend, it can be very depressing to listen to him extol your friend's virtues, while you just nod and smile. If you extol something, you praise it very highly.",
peruses,"Traditionally, peruse has meant to read or examine something carefully. But informally, it can have the opposite meaning, to read something casually and quickly.",
beguiles,"To beguile is to trick someone, either with deception or with irresistible charm and beauty. You could be beguiled by a super model or by a super con artist.",
fetters,"A fetter is a shackle or chain that is attached to someone’s ankles. To fetter  someone  is to restrict their movement, either literally or metaphorically. You might feel fettered by your parents' rules, even without the chains.",
advantageous,"The adjective advantageous is useful for talking about things that are beneficial, or helpful, like when you find an advantageous spot to hang your yard sale sign — a spot where all the passing cars can see it.",
philosophical,"To be philosophical is to stay detached and thoughtful in the face of a setback, or to approach a tough situation in a level-headed way. When his girlfriend left him, Bernard was philosophical: ""If she loves me, she'll return.""",
eroding,(geology) the mechanical process of wearing or grinding something down (as by particles washing over it),
preventative,"Use the adjective preventative to describe something that helps keep you free of disease, like a healthy diet and plenty of exercise.",
preposterous,"To a vegetarian, the idea of eating a 52-ounce T-bone steak would seem preposterous — absolutely absurd.",
ignore,"To ignore something is to disregard it. If you ignore the rules of grammar, you're likely to be misunderstood.",
glean,"Seeing a word in context lets you glean information about how it's used. Glean means to gather bit by bit. You might say, ""I couldn't understand her accent, but from what I could glean, she needs money to take the bus.""",
extol,"If you have a crush on a guy who likes your best friend, it can be very depressing to listen to him extol your friend's virtues, while you just nod and smile. If you extol something, you praise it very highly.",
extend,"The verb extend can have several related meanings, including thrust out, continue, broaden, expand, unfold, span, or increase in scope.",
narrate,"When you tell a story or describe something out loud, you narrate. You might hire a well-known actor to narrate your documentary film about circus elephants.",
ligature,"Ligature is when two things are tied or stitched together, and it's also the thread or cord that's used to do the binding. If you hit your head and need stitches, you'll go to the emergency room for ligature.",
doctrine,Doctrine means a belief or set of beliefs. The idea that a man named Jesus was the son of God is part of the Christian doctrine.,
premise,"A premise is what forms the basis of a theory or a plot. When you called 911 on the guy in your back yard, it was on the premise that he was a thief and not the meter-reader.",
